고유값,과정명,훈련과정 ID,회차,훈련기관,총 훈련일수,총 훈련시간,과정시작일,과정종료일,NCS명,NCS코드,훈련비,정원,수강신청 인원,수료인원,수료율,만족도,지역,주소,과정페이지 링크,선도기업,파트너기관,매출 최소,실 매출 대비,매출 최대,2021년,2022년,2023년,2024년,2025년,2026년
AIG202000002888942,의료인공지능 핵심인력 양성과정,AIG20200000288894,2,건양대학교,108,840,2021-03-25,2021-08-31,인공지능모델링,20010703," 15,448,440 ",20,16,8,50%,58.9,충남 논산시,충남 논산시 내동 건양대학교 26,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000288894&tracseTme=2&trainstCstmrId=500020061524&crseTracseSe=C0061,,,"123,587,520","197,740,032","247,175,040","197,740,032",0,0,0,0,0
AIG202000002888882,PBL 머신러닝 기반 빅데이터 분석가 양성과정,AIG20200000288888,2,한양대학교 산학협력단,110,880,2021-03-29,2021-08-31,정보기술전략,20010101," 17,864,880 ",24,24,22,92%,68.9,서울 성동구,서울특별시 성동구 왕십리로 222,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000288888&tracseTme=2&trainstCstmrId=500020015858&crseTracseSe=C0061,,,"393,027,360","343,005,696","428,757,120","343,005,696",0,0,0,0,0
AIG202000002866893,리얼타임 엔진을 활용한 실감형 콘텐츠 개발자 양성 과정,AIG20200000286689,3,에티버스러닝평생교육원,111,880,2021-03-29,2021-09-02,응용SW엔지니어링,20010202," 11,297,440 ",24,24,11,46%,77.8,서울 강남구,서울특별시 강남구 학동로 171 (논현동 삼익악기 빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286689&tracseTme=3&trainstCstmrId=500020034331&crseTracseSe=C0061,,,"124,271,840","216,910,848","271,138,560","216,910,848",0,0,0,0,0
AIG202000002866892,리얼타임 엔진을 활용한 실감형 콘텐츠 개발자 양성 과정,AIG20200000286689,2,에티버스러닝평생교육원,110,880,2021-03-29,2021-09-01,응용SW엔지니어링,20010202," 11,297,440 ",24,24,17,71%,77.8,서울 강남구,서울특별시 강남구 학동로 171 (논현동 삼익악기 빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286689&tracseTme=2&trainstCstmrId=500020034331&crseTracseSe=C0061,,,"192,056,480","216,910,848","271,138,560","216,910,848",0,0,0,0,0
AIG202000002866663,데이터기반 인공지능 시스템 엔지니어 양성 과정,AIG20200000286666,3,에티버스러닝평생교육원,110,880,2021-03-29,2021-08-31,응용SW엔지니어링,20010202," 10,160,480 ",24,24,19,79%,77.7,서울 강남구,서울특별시 강남구 학동로 171 (논현동 삼익악기 빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286666&tracseTme=3&trainstCstmrId=500020034331&crseTracseSe=C0061,,,"193,049,120","195,081,216","243,851,520","195,081,216",0,0,0,0,0
AIG202000002866662,데이터기반 인공지능 시스템 엔지니어 양성 과정,AIG20200000286666,2,에티버스러닝평생교육원,110,880,2021-03-29,2021-08-31,응용SW엔지니어링,20010202," 10,160,480 ",24,24,21,88%,77.7,서울 강남구,서울특별시 강남구 학동로 171 (논현동 삼익악기 빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286666&tracseTme=2&trainstCstmrId=500020034331&crseTracseSe=C0061,,,"213,370,080","195,081,216","243,851,520","195,081,216",0,0,0,0,0
AIG202000002866752,자바/안드로이드를 활용한 사물인터넷(IOT) 개발자 양성 취업과정,AIG20200000286675,2,하이미디어IT인재개발학원,124,960,2021-03-29,2021-09-28,응용SW엔지니어링,20010202," 8,221,440 ",27,27,16,59%,81.3,경기 성남시 중원구,경기도 성남시 중원구 성남대로 1133 (성남동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286675&tracseTme=2&trainstCstmrId=500020013370&crseTracseSe=C0061,,,"131,543,040","177,583,104","221,978,880","177,583,104",0,0,0,0,0
AIG202000003135475,[멀티잇]웹 서비스 개발자 취업캠프(Java),AIG20200000313547,5,멀티캠퍼스,73,584,2021-03-29,2021-07-08,빅데이터플랫폼구축,20010209," 14,229,600 ",28,26,15,58%,86.3,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000313547&tracseTme=5&trainstCstmrId=500020039927&crseTracseSe=C0061,,,"213,444,000","295,975,680","369,969,600","295,975,680",0,0,0,0,0
AIG202000002866722,기업요구사항을 반영한 오픈스택(OpenStack) 클라우드 구축 전문가,AIG20200000286672,2,하이미디어아카데미인재개발원,125,1000,2021-03-31,2021-10-14,IT시스템관리,20010301," 8,567,000 ",25,11,10,91%,86.7,서울 종로구,서울특별시 종로구 인사동길 12,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286672&tracseTme=2&trainstCstmrId=500020037340&crseTracseSe=C0061,,,"85,670,000","75,389,600","94,237,000","75,389,600",0,0,0,0,0
AIG202000002866605,빅데이터 분석서비스 개발자과정(NCS),AIG20200000286660,5,스마트인재개발원,116,928,2021-04-01,2021-08-31,응용SW엔지니어링,20010202," 13,762,240 ",25,25,21,84%,85.4,광주 동구,광주광역시 동구 금남로3가 중앙로 196,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286660&tracseTme=5&trainstCstmrId=500020018488&crseTracseSe=C0061,,,"289,007,040","275,244,800","344,056,000","275,244,800",0,0,0,0,0
AIG202000002866485,인공지능 융합서비스 개발자 과정(NCS),AIG20200000286648,5,스마트인재개발원,116,928,2021-04-01,2021-08-31,인공지능서비스기획,20010702," 13,340,920 ",25,24,21,88%,89.7,광주 동구,광주광역시 동구 금남로3가 중앙로 196,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286648&tracseTme=5&trainstCstmrId=500020018488&crseTracseSe=C0061,,,"280,159,320","256,145,664","320,182,080","256,145,664",0,0,0,0,0
AIG202000002866442,[K디지털] 실무 프로젝트 기반 빅데이터 분석&시각화 UI콘텐츠 개발,AIG20200000286644,2,(재)부산인재개발원 부산IT교육센터,135,935,2021-04-07,2021-10-27,응용SW엔지니어링,20010202," 8,564,000 ",25,25,17,68%,87.6,부산 부산진구,부산광역시 부산진구 중앙대로 708 (부전동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286644&tracseTme=2&trainstCstmrId=500020016923&crseTracseSe=C0061,,,"145,588,000","171,280,000","214,100,000","171,280,000",0,0,0,0,0
AIG202000002866684,지능형 IoT 융합SW 전문가과정(NCS),AIG20200000286668,4,스마트인재개발원,110,880,2021-04-13,2021-08-31,응용SW엔지니어링,20010202," 12,418,560 ",25,25,24,96%,94.3,광주 동구,광주광역시 동구 금남로3가 중앙로 196,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286668&tracseTme=4&trainstCstmrId=500020018488&crseTracseSe=C0061,,,"298,045,440","248,371,200","310,464,000","248,371,200",0,0,0,0,0
AIG202000002866401,빅데이터활용게임기획전문가양성,AIG20200000286640,1,(학교법인)인하대학교,206,1640,2021-04-13,2022-02-11,빅데이터분석,20010105," 15,614,440 ",25,24,22,92%,94.8,인천 미추홀구,인천광역시 미추홀구 인하로 100 (용현동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286640&tracseTme=1&trainstCstmrId=500020040446&crseTracseSe=C0061,,,"343,517,680","299,797,248","374,746,560","258,513,693","41,283,555",0,0,0,0
AIG202000002866381,AR인공지능게임프로그램개발,AIG20200000286638,1,(학교법인)인하대학교,206,1640,2021-04-13,2022-02-11,응용SW엔지니어링,20010202," 14,044,960 ",25,25,17,68%,94.3,인천 미추홀구,인천광역시 미추홀구 인하로 100 (용현동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286638&tracseTme=1&trainstCstmrId=500020040446&crseTracseSe=C0061,,,"238,764,320","280,899,200","351,124,000","242,217,999","38,681,201",0,0,0,0
AIG202000002865321,VRㆍAR3D게임그래픽디자이너양성,AIG20200000286532,1,(학교법인)인하대학교,207,1640,2021-04-13,2022-02-11,증강현실(AR)콘텐츠제작,20020403," 12,978,960 ",25,24,20,83%,93.3,인천 미추홀구,인천광역시 미추홀구 인하로 100 (용현동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286532&tracseTme=1&trainstCstmrId=500020040446&crseTracseSe=C0061,,,"259,579,200","249,196,032","311,495,040","214,880,513","34,315,519",0,0,0,0
AIG202000002888902,프로그래머스 K-Digital Training 자율주행 데브코스,AIG20200000288890,2,(주)그렙,99,560,2021-04-19,2021-09-17,IoT시스템연동,20010212," 10,164,000 ",30,18,14,78%,92.2,서울 서초구,서울특별시 서초구 서초동 반포대로 45(명정빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000288890&tracseTme=2&trainstCstmrId=500036172479&crseTracseSe=C0061,,,"142,296,000","146,361,600","182,952,000","146,361,600",0,0,0,0,0
AIG202000002888893,프로그래머스 K-Digital Training 인공지능 데브코스,AIG20200000288889,3,(주)그렙,106,560,2021-04-19,2021-09-17,인공지능플랫폼구축,20010701," 10,164,000 ",35,35,23,66%,85.6,서울 서초구,서울특별시 서초구 서초동 반포대로 45(명정빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000288889&tracseTme=3&trainstCstmrId=500036172479&crseTracseSe=C0061,,,"233,772,000","284,592,000","355,740,000","284,592,000",0,0,0,0,0
AIG202000002888892,프로그래머스 K-Digital Training 인공지능 데브코스,AIG20200000288889,2,(주)그렙,106,560,2021-04-19,2021-09-17,인공지능플랫폼구축,20010701," 10,164,000 ",35,35,24,69%,85.6,서울 서초구,서울특별시 서초구 서초동 반포대로 45(명정빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000288889&tracseTme=2&trainstCstmrId=500036172479&crseTracseSe=C0061,,,"243,936,000","284,592,000","355,740,000","284,592,000",0,0,0,0,0
AIG202000002865312,빅데이터 기반 AI 응용 솔루션 개발자 전문과정,AIG20200000286531,2,중앙정보처리학원,120,960,2021-04-20,2021-10-14,빅데이터분석,20010105," 9,140,160 ",25,25,22,88%,85.1,서울 마포구,서울특별시 마포구 신촌로 176 (대흥동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286531&tracseTme=2&trainstCstmrId=500020050017&crseTracseSe=C0061,,,"201,083,520","182,803,200","228,504,000","182,803,200",0,0,0,0,0
AIG202100003144241,클라우드 기반 빅데이터 서비스 개발자 양성과정,AIG20210000314424,1,비트교육센터,122,976,2021-04-30,2021-10-29,응용SW엔지니어링,20010202," 8,358,460 ",25,19,13,68%,87,서울 서초구,서울특별시 서초구 서초동 서초대로74길 33(비트빌),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000314424&tracseTme=1&trainstCstmrId=500020028183&crseTracseSe=C0061,,,"108,659,980","127,048,592","158,810,740","127,048,592",0,0,0,0,0
AIG202100003136851,JAVA와 AI/RPA/빅데이터를 활용한 디지털트랜스포메이션시스템개발,AIG20210000313685,1,하이미디어IT인재개발학원,120,960,2021-05-03,2021-10-14,응용SW엔지니어링,20010202," 8,221,440 ",30,27,20,74%,82.4,경기 성남시 중원구,경기도 성남시 중원구 성남대로 1133 (성남동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000313685&tracseTme=1&trainstCstmrId=500020013370&crseTracseSe=C0061,,,"164,428,800","177,583,104","221,978,880","177,583,104",0,0,0,0,0
AIG202100003144131,클라우드컴퓨팅과 보안솔루션을 활용한 DC 엔지니어 양성,AIG20210000314413,1,한국정보교육원(구.경원직업전문학교),116,910,2021-05-04,2021-10-22,IT시스템관리,20010301," 7,795,970 ",20,14,14,100%,93,서울 관악구,서울특별시 관악구 봉천로 227 (봉천동 보라매샤르망),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000314413&tracseTme=1&trainstCstmrId=500020031803&crseTracseSe=C0061,,,"109,143,580","87,314,864","109,143,580","87,314,864",0,0,0,0,0
AIG202000003130103,AI 부트캠프,AIG20200000313010,3,주식회사코드스테이츠,140,1120,2021-05-06,2021-11-26,인공지능모델링,20010703," 20,328,000 ",60,58,50,86%,77.1,서울 강남구,서울특별시 강남구 테헤란로 415 (삼성동 L7 HOTELS 강남타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000313010&tracseTme=3&trainstCstmrId=500038435553&crseTracseSe=C0061,,,"1,016,400,000","943,219,200","1,179,024,000","943,219,200",0,0,0,0,0
AIG202000003130104,AI 부트캠프,AIG20200000313010,4,주식회사코드스테이츠,140,1120,2021-05-06,2021-11-26,인공지능모델링,20010703," 20,328,000 ",60,56,40,71%,77.1,서울 강남구,서울특별시 강남구 테헤란로 415 (삼성동 L7 HOTELS 강남타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000313010&tracseTme=4&trainstCstmrId=500038435553&crseTracseSe=C0061,,,"813,120,000","910,694,400","1,138,368,000","910,694,400",0,0,0,0,0
AIG202100003144251,오픈소스기반의 지능형 IoT 융합SW개발,AIG20210000314425,1,한울직업전문학교,125,1000,2021-05-10,2021-11-12,임베디드SW엔지니어링,20010203," 8,564,000 ",20,19,14,74%,92.9,광주 서구,광주광역시 서구 경열로 3 (농성동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000314425&tracseTme=1&trainstCstmrId=500020033667&crseTracseSe=C0061,,,"119,896,000","130,172,800","162,716,000","130,172,800",0,0,0,0,0
AIG202100003144682,[멀티잇]데이터 분석&웹 개발자 취업캠프(Python),AIG20210000314468,2,멀티캠퍼스,104,844,2021-05-17,2021-10-08,빅데이터분석,20010105," 16,770,600 ",24,22,13,59%,85.4,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000314468&tracseTme=2&trainstCstmrId=500020039927&crseTracseSe=C0061,,,"218,017,800","295,162,560","368,953,200","295,162,560",0,0,0,0,0
AIG202100003144681,[멀티잇]데이터 분석&웹 개발자 취업캠프(Python),AIG20210000314468,1,멀티캠퍼스,104,844,2021-05-17,2021-10-08,빅데이터분석,20010105," 16,770,600 ",24,18,14,78%,85.4,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000314468&tracseTme=1&trainstCstmrId=500020039927&crseTracseSe=C0061,,,"234,788,400","241,496,640","301,870,800","241,496,640",0,0,0,0,0
AIG202100003144662,멀티잇 데이터 분석&엔지니어(Python),AIG20210000314466,2,멀티캠퍼스,104,844,2021-05-17,2021-10-08,빅데이터분석,20010105," 17,351,400 ",24,23,13,57%,83.6,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000314466&tracseTme=2&trainstCstmrId=500020039927&crseTracseSe=C0061,,,"225,568,200","319,265,760","399,082,200","319,265,760",0,0,0,0,0
AIG202100003144663,멀티잇 데이터 분석&엔지니어(Python),AIG20210000314466,3,멀티캠퍼스,104,844,2021-05-17,2021-10-08,빅데이터분석,20010105," 17,351,400 ",24,22,15,68%,83.6,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000314466&tracseTme=3&trainstCstmrId=500020039927&crseTracseSe=C0061,,,"260,271,000","305,384,640","381,730,800","305,384,640",0,0,0,0,0
AIG202100003144661,멀티잇 데이터 분석&엔지니어(Python),AIG20210000314466,1,멀티캠퍼스,104,844,2021-05-17,2021-10-08,빅데이터분석,20010105," 17,351,400 ",24,23,17,74%,83.6,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000314466&tracseTme=1&trainstCstmrId=500020039927&crseTracseSe=C0061,,,"294,973,800","319,265,760","399,082,200","319,265,760",0,0,0,0,0
AIG202100003144664,멀티잇 데이터 분석&엔지니어(Python),AIG20210000314466,4,멀티캠퍼스,104,844,2021-05-17,2021-10-08,빅데이터분석,20010105," 17,351,400 ",24,19,9,47%,83.6,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000314466&tracseTme=4&trainstCstmrId=500020039927&crseTracseSe=C0061,,,"156,162,600","263,741,280","329,676,600","263,741,280",0,0,0,0,0
AIG202000003135476,[멀티잇]웹 서비스 개발자 취업캠프(Java),AIG20200000313547,6,멀티캠퍼스,73,584,2021-05-17,2021-08-24,빅데이터플랫폼구축,20010209," 14,229,600 ",28,27,20,74%,86.3,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000313547&tracseTme=6&trainstCstmrId=500020039927&crseTracseSe=C0061,,,"284,592,000","307,359,360","384,199,200","307,359,360",0,0,0,0,0
AIG202100003136611,(클라우드 운영 관리)클라우드 컴퓨팅 엔지니어 양성 과정,AIG20210000313661,1,KH정보교육원 종로지원,125,1000,2021-05-17,2021-11-12,IT시스템관리,20010301," 8,567,000 ",30,29,25,86%,88.6,서울 중구,서울특별시 중구 남대문로 120 (남대문로1가 그레이츠 청계),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000313661&tracseTme=1&trainstCstmrId=500020040764&crseTracseSe=C0061,,,"214,175,000","198,754,400","248,443,000","198,754,400",0,0,0,0,0
AIG202000002865702,3D 기반 실감형(VR/AR) 콘텐츠 제작 전문가,AIG20200000286570,2,방송정보국제교육원,123,960,2021-05-24,2021-11-30,VR콘텐츠디자인,8020112," 7,011,840 ",25,21,17,81%,82.6,서울 영등포구,서울특별시 영등포구 당산동6가 당산로49길 4(태인빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286570&tracseTme=2&trainstCstmrId=500020042738&crseTracseSe=C0061,,,"119,201,280","117,798,912","147,248,640","117,798,912",0,0,0,0,0
AIG202100003209391,지능형반도체(AI 활용 소프트웨어 개발 및 응용),AIG20210000320939,1,한국공학대학교,91,820,2021-05-26,2021-08-29,인공지능모델링,20010703," 9,922,000 ",40,37,27,73%,80.6,경기 시흥시,경기도 시흥시 산기대학로 237,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000320939&tracseTme=1&trainstCstmrId=500020019318&crseTracseSe=C0061,,,"267,894,000","293,691,200","367,114,000","293,691,200",0,0,0,0,0
AIG202100003209271,스마트모빌리티(AI 활용 소프트웨어 개발 및 응용),AIG20210000320927,1,한국공학대학교,91,820,2021-05-26,2021-08-29,인공지능플랫폼구축,20010701," 9,922,000 ",40,28,18,64%,76.4,경기 시흥시,경기도 시흥시 산기대학로 237,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000320927&tracseTme=1&trainstCstmrId=500020019318&crseTracseSe=C0061,,,"178,596,000","222,252,800","277,816,000","222,252,800",0,0,0,0,0
AIG202100003209021,바이오-디지털헬스케어(빅데이터 분석),AIG20210000320902,1,한국공학대학교,91,820,2021-05-26,2021-08-29,정보기술전략,20010101," 9,922,000 ",40,14,8,57%,60,경기 시흥시,경기도 시흥시 산기대학로 237,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000320902&tracseTme=1&trainstCstmrId=500020019318&crseTracseSe=C0061,,,"79,376,000","111,126,400","138,908,000","111,126,400",0,0,0,0,0
